loan_id,applicant_group,annual_income,loan_amount,dti_ratio,credit_score,employment_years,region,defaulted
LN002972,B,34561.0,15151.0,0.4819,688,8.7,North,0
LN002973,A,105448.0,14713.0,0.0862,706,8.4,South,0
LN002974,B,66796.0,9179.0,0.1633,573,5.5,North,0
LN002975,A,132243.0,47216.0,0.3921,703,5.6,Central,0
LN002976,A,140766.0,46775.0,0.3272,730,7.4,South,0
LN002977,B,42368.0,14614.0,0.2902,572,2.0,Central,1
LN002978,A,97533.0,28175.0,0.2666,755,4.7,South,0
LN002979,A,33101.0,20429.0,0.6561,816,14.1,North,0
LN002980,A,104614.0,46917.0,0.4709,695,3.8,North,0
LN002981,A,119667.0,36198.0,0.2539,736,1.8,North,0
LN002982,A,102443.0,38521.0,0.4516,561,4.0,Central,1
LN002983,A,109008.0,49606.0,0.4966,680,9.1,South,0
LN002984,A,65906.0,22884.0,0.452,572,15.1,Central,1
LN002985,A,76132.0,11185.0,0.1325,675,7.0,Central,0
LN002986,A,108633.0,41841.0,0.397,731,13.1,South,0
LN002987,B,70032.0,26658.0,0.3913,669,17.5,Central,0
LN002988,A,91497.0,18497.0,0.1991,708,2.1,North,0
LN002989,B,82773.0,24420.0,0.3151,532,7.9,South,1
LN002990,A,89535.0,27196.0,0.2959,774,16.1,South,0
LN002991,A,99408.0,17955.0,0.1974,662,8.5,North,0
LN002992,A,92444.0,40619.0,0.4306,752,3.4,South,0
LN002993,B,70516.0,19590.0,0.2962,706,3.6,North,0
LN002994,A,102785.0,50799.0,0.4607,726,2.3,Central,0
LN002995,B,107077.0,35044.0,0.3168,639,3.4,North,0
LN002996,B,71160.0,19294.0,0.2433,706,3.2,South,0
LN002997,B,61146.0,22457.0,0.3553,797,7.5,North,0
LN002998,B,82658.0,31102.0,0.4211,686,7.6,Central,0
LN002999,B,36261.0,18003.0,0.5231,655,6.7,North,0
LN003000,A,115705.0,37960.0,0.3347,710,1.9,Central,0
LN003001,A,47224.0,15571.0,0.3584,793,4.2,Central,0
LN003002,A,69334.0,29213.0,0.3753,679,1.4,North,0
LN003003,A,55483.0,18544.0,0.3502,825,6.3,North,1
LN003004,A,83847.0,41490.0,0.4695,586,4.8,North,0
LN003005,A,127033.0,73527.0,0.5723,732,10.2,North,1
LN003006,B,44246.0,18892.0,0.4626,607,16.4,North,0
LN003007,B,38428.0,4680.0,0.1625,597,1.1,North,0
LN003008,A,72437.0,19670.0,0.2272,850,10.1,North,0
LN003009,A,76668.0,11049.0,0.1621,646,8.7,North,0
LN003010,A,86597.0,16705.0,0.1742,636,2.6,South,0
LN003011,A,67081.0,16270.0,0.2964,635,3.6,South,0
LN003012,B,52500.0,26075.0,0.5185,613,7.1,South,0
LN003013,A,145787.0,58871.0,0.4236,699,1.6,Central,0
LN003014,B,75119.0,12420.0,0.2093,658,6.0,North,0
LN003015,A,83199.0,44518.0,0.5497,771,10.2,North,0
LN003016,B,41389.0,10988.0,0.2886,581,1.1,North,0
LN003017,A,104676.0,31056.0,0.3035,691,1.3,North,0
LN003018,A,27191.0,8274.0,0.2535,803,6.5,North,0
LN003019,A,42235.0,7547.0,0.1462,635,7.1,Central,0
LN003020,A,120105.0,39592.0,0.3562,666,10.5,North,0
LN003021,B,65958.0,24595.0,0.3657,605,4.2,Central,0
LN003022,A,74566.0,46592.0,0.63,750,6.9,Central,1
LN003023,A,91997.0,36560.0,0.4079,782,5.9,North,0
LN003024,A,124262.0,54941.0,0.4537,707,18.4,North,0
LN003025,B,55342.0,18995.0,0.3631,647,2.7,Central,0
LN003026,A,107587.0,28226.0,0.2828,580,2.9,North,0
LN003027,A,103275.0,45553.0,0.4509,511,5.4,North,1
LN003028,A,105379.0,52281.0,0.5061,697,6.0,North,1
LN003029,A,58551.0,15252.0,0.2169,698,8.2,North,0
LN003030,A,90861.0,46684.0,0.5301,676,2.4,Central,0
LN003031,A,108891.0,30315.0,0.3386,620,7.4,Central,0
LN003032,B,80619.0,16943.0,0.2068,747,7.3,South,0
LN003033,A,62612.0,30120.0,0.5108,689,10.4,South,0
LN003034,A,79440.0,27568.0,0.4177,747,13.8,South,0
LN003035,A,105645.0,23068.0,0.2658,801,6.8,South,0
LN003036,A,76339.0,11494.0,0.1515,783,4.4,North,0
LN003037,A,83609.0,25812.0,0.3599,630,5.1,Central,0
LN003038,A,77125.0,12155.0,0.1328,850,8.3,South,0
LN003039,B,54347.0,24162.0,0.4894,656,6.3,North,0
LN003040,B,79478.0,25455.0,0.3249,706,8.9,South,0
LN003041,B,56244.0,6629.0,0.1229,620,5.8,Central,0
LN003042,B,77208.0,20790.0,0.3125,642,6.1,Central,0
LN003043,B,73030.0,29057.0,0.4519,639,7.5,North,0
LN003044,A,80465.0,25853.0,0.4377,736,4.5,North,0
LN003045,A,53433.0,14881.0,0.3168,740,13.8,Central,0
LN003046,A,39844.0,18768.0,0.4464,730,8.4,Central,1
LN003047,A,58567.0,27961.0,0.4921,645,2.2,South,0
LN003048,A,83065.0,20782.0,0.2056,751,4.7,Central,0
LN003049,A,84599.0,29262.0,0.1966,659,5.9,North,0
LN003050,B,57029.0,20485.0,0.327,625,4.8,Central,0
LN003051,A,90618.0,41940.0,0.3794,684,10.5,Central,1
LN003052,A,78419.0,43419.0,0.5192,630,6.5,Central,0
LN003053,A,67021.0,20552.0,0.2524,723,4.8,South,0
LN003054,A,106881.0,34385.0,0.2987,671,2.1,South,0
LN003055,A,95575.0,43884.0,0.4663,809,12.2,North,0
LN003056,A,69325.0,14613.0,0.268,625,16.4,South,0
LN003057,A,112666.0,29157.0,0.2545,765,13.7,Central,0
LN003058,B,60052.0,21665.0,0.3407,702,2.4,North,0
LN003059,A,69958.0,26404.0,0.4135,659,19.6,Central,0
LN003060,B,45146.0,20740.0,0.5599,729,4.5,South,0
LN003061,A,114037.0,21677.0,0.1066,736,3.6,North,0
LN003062,B,46314.0,15421.0,0.2424,673,14.4,North,0
LN003063,A,86952.0,24097.0,0.3391,757,0.6,Central,0
LN003064,B,39632.0,5800.0,0.1724,627,7.6,North,0
LN003065,A,94500.0,42004.0,0.5137,719,5.6,North,0
LN003066,B,58352.0,11835.0,0.2218,616,8.1,South,1
LN003067,A,63032.0,25588.0,0.4418,739,3.9,South,0
LN003068,A,104677.0,38244.0,0.3838,696,9.1,Central,0
LN003069,A,38186.0,9953.0,0.2768,670,0.8,North,0
LN003070,A,112970.0,50018.0,0.4448,791,4.5,North,0
LN003071,B,68953.0,21793.0,0.293,745,5.0,North,0
LN003072,A,94521.0,21783.0,0.1592,637,2.7,North,0
LN003073,A,80291.0,37115.0,0.4753,707,1.6,North,0
LN003074,A,118207.0,39283.0,0.3548,723,2.2,South,0
LN003075,A,38029.0,9738.0,0.2425,680,8.8,North,0
LN003076,B,51308.0,14470.0,0.2745,589,4.8,Central,0
LN003077,A,49541.0,20069.0,0.3942,774,5.7,Central,0
LN003078,A,83684.0,34190.0,0.416,656,2.6,North,1
LN003079,A,102650.0,50223.0,0.4955,734,14.3,North,0
LN003080,A,106870.0,33756.0,0.2871,788,2.8,Central,0
LN003081,A,87244.0,22421.0,0.2784,666,11.7,North,0
LN003082,B,90929.0,24437.0,0.2713,683,9.8,North,0
LN003083,B,67721.0,31751.0,0.4408,652,7.3,South,1
LN003084,A,126754.0,46258.0,0.396,788,0.5,North,0
LN003085,A,143532.0,15520.0,0.0814,805,4.3,Central,0
LN003086,A,108331.0,40788.0,0.3476,734,4.0,South,0
LN003087,A,97256.0,37760.0,0.3562,787,8.5,Central,0
LN003088,A,121814.0,42029.0,0.3793,752,0.8,South,0
LN003089,A,112535.0,21981.0,0.1894,648,7.2,Central,0
LN003090,B,78434.0,49957.0,0.6396,667,8.9,Central,1
LN003091,B,26182.0,7345.0,0.2771,631,6.9,South,0
LN003092,B,52028.0,13197.0,0.2345,702,5.6,South,0
LN003093,A,101993.0,38071.0,0.3537,689,21.6,Central,0
LN003094,B,29878.0,16102.0,0.5525,681,4.9,North,1
LN003095,A,141930.0,64768.0,0.4854,694,2.5,North,0
LN003096,A,90951.0,22371.0,0.203,779,5.8,South,0
LN003097,A,93711.0,30140.0,0.3013,762,8.7,Central,0
LN003098,A,86861.0,17477.0,0.1457,681,12.6,Central,0
LN003099,B,56726.0,23591.0,0.4409,662,18.9,South,0
LN003100,B,65059.0,16818.0,0.3221,625,4.8,South,0
LN003101,A,62921.0,17041.0,0.2643,728,3.4,Central,0
LN003102,B,88355.0,35136.0,0.4163,785,9.3,South,0
LN003103,A,74035.0,15562.0,0.2332,666,10.1,North,0
LN003104,A,73350.0,24984.0,0.3306,705,3.9,North,0
LN003105,B,64613.0,15452.0,0.201,560,4.9,Central,0
LN003106,B,49002.0,12212.0,0.2464,541,3.4,Central,1
LN003107,A,87238.0,16833.0,0.2012,692,3.9,North,0
LN003108,A,42770.0,16946.0,0.4258,656,4.3,North,1
LN003109,A,66409.0,24571.0,0.3287,696,7.9,Central,0
LN003110,B,45878.0,14148.0,0.3457,660,13.5,South,0
LN003111,A,44511.0,13364.0,0.2596,704,0.6,North,0
LN003112,B,49709.0,18800.0,0.4435,752,0.8,North,0
LN003113,A,108909.0,28468.0,0.2519,698,5.8,North,0
LN003114,B,52986.0,18217.0,0.4442,548,4.8,South,1
LN003115,A,51857.0,18615.0,0.3785,706,1.6,South,0
LN003116,A,100735.0,22609.0,0.2395,658,6.0,North,0
LN003117,A,90279.0,24634.0,0.3061,712,8.3,Central,0
LN003118,A,108213.0,34798.0,0.3405,683,6.2,Central,1
LN003119,A,93975.0,17485.0,0.1553,735,4.5,Central,0
LN003120,A,105008.0,62501.0,0.6066,822,15.1,North,0
LN003121,B,61232.0,19241.0,0.3688,559,8.3,South,0
LN003122,A,76822.0,17949.0,0.2145,591,7.1,Central,0
LN003123,A,31594.0,11715.0,0.3973,827,6.0,South,0
LN003124,A,96472.0,31441.0,0.3,777,18.0,Central,0
LN003125,A,109933.0,54337.0,0.488,741,7.4,South,1
LN003126,B,47418.0,20870.0,0.3998,579,5.1,North,0
LN003127,A,93613.0,36282.0,0.4281,740,3.8,North,0
LN003128,B,48605.0,15924.0,0.3606,555,2.7,Central,0
LN003129,A,94273.0,40442.0,0.4573,783,10.4,Central,0
LN003130,A,113194.0,31590.0,0.2802,795,4.2,North,0
LN003131,A,88518.0,21758.0,0.2325,658,3.8,North,0
LN003132,B,65530.0,23982.0,0.3103,543,2.5,South,0
LN003133,A,82330.0,27421.0,0.2362,621,0.6,Central,0
LN003134,A,122652.0,59889.0,0.5521,600,10.6,North,1
LN003135,A,103214.0,32350.0,0.3276,850,16.3,Central,0
LN003136,A,127423.0,34090.0,0.2329,737,5.0,North,0
LN003137,A,56525.0,12889.0,0.1813,623,5.1,Central,0
LN003138,A,80587.0,30344.0,0.396,818,2.4,North,0
LN003139,A,42959.0,7381.0,0.1534,671,4.4,South,0
LN003140,A,87447.0,32784.0,0.3668,650,7.0,North,0
LN003141,B,72046.0,8030.0,0.03,694,12.2,South,0
LN003142,B,67815.0,19501.0,0.2927,649,7.4,North,0
LN003143,A,104737.0,37588.0,0.2721,637,4.9,North,0
LN003144,A,123617.0,48024.0,0.3985,718,6.1,Central,0
LN003145,B,37442.0,4989.0,0.0838,511,9.2,North,1
LN003146,A,96632.0,38033.0,0.3895,836,1.3,North,0
LN003147,A,23707.0,7687.0,0.3638,773,3.1,Central,0
LN003148,A,84701.0,17156.0,0.2295,622,11.3,Central,0
LN003149,A,52027.0,20170.0,0.3655,771,1.9,South,0
LN003150,B,45423.0,21523.0,0.4191,651,4.4,North,0
LN003151,B,65050.0,11707.0,0.1638,591,16.6,South,0
LN003152,A,101074.0,37822.0,0.3555,685,3.3,North,0
LN003153,A,35419.0,10123.0,0.3515,790,9.1,North,1
LN003154,A,42790.0,5134.0,0.1102,721,0.2,Central,0
LN003155,A,117205.0,33287.0,0.3293,737,6.9,Central,0
LN003156,B,83641.0,23439.0,0.2478,706,2.2,Central,0
LN003157,A,75382.0,17446.0,0.1982,748,2.3,South,0
LN003158,A,68857.0,19378.0,0.1998,736,7.8,South,0
LN003159,A,105153.0,19998.0,0.2218,790,5.9,Central,1
LN003160,A,56332.0,10768.0,0.288,584,2.8,Central,0
LN003161,A,22000.0,8175.0,0.3645,711,5.3,South,0
LN003162,A,72758.0,41031.0,0.5498,703,13.6,North,0
LN003163,A,43238.0,13057.0,0.2994,720,8.6,North,1
LN003164,B,114754.0,33387.0,0.3202,662,7.3,South,0
LN003165,A,68371.0,29563.0,0.4043,742,11.1,Central,0
LN003166,A,59825.0,12870.0,0.1733,778,5.8,North,0
LN003167,A,73626.0,31498.0,0.4076,717,15.8,Central,0
LN003168,A,117524.0,43855.0,0.4089,676,4.2,North,0
LN003169,B,104477.0,27975.0,0.2759,713,2.4,North,1
LN003170,A,91998.0,27903.0,0.3618,651,1.3,Central,0
LN003171,A,83829.0,26755.0,0.2761,592,5.5,Central,0
LN003172,A,82000.0,29195.0,0.4269,653,8.1,South,0
LN003173,B,61971.0,15782.0,0.3097,580,10.6,Central,0
LN003174,A,74610.0,4417.0,0.0367,694,11.7,South,0
LN003175,A,80962.0,31346.0,0.4414,797,10.2,Central,0
LN003176,A,106122.0,12272.0,0.1099,764,0.6,Central,0
LN003177,A,103828.0,43231.0,0.4632,751,15.4,North,0
LN003178,A,28270.0,9282.0,0.3813,680,16.0,Central,0
LN003179,A,106944.0,45960.0,0.4061,656,16.4,Central,0
LN003180,A,69280.0,26105.0,0.386,767,0.8,Central,0
LN003181,A,93066.0,18527.0,0.2235,710,14.2,Central,0
LN003182,A,86654.0,19946.0,0.2055,806,9.8,North,0
LN003183,B,86619.0,13815.0,0.1666,593,10.9,North,0
LN003184,A,99453.0,4883.0,0.0376,659,2.7,North,0
LN003185,B,48244.0,22983.0,0.546,727,0.9,North,0
LN003186,A,128299.0,67500.0,0.5171,712,9.2,North,0
LN003187,B,30209.0,7550.0,0.2042,598,3.6,Central,0
LN003188,A,95880.0,27229.0,0.2742,770,8.8,Central,0
LN003189,A,71315.0,15543.0,0.1763,622,4.5,Central,0
LN003190,A,127189.0,47405.0,0.3266,651,7.4,South,0
LN003191,A,99621.0,33269.0,0.2637,697,3.5,North,0
LN003192,B,57092.0,18705.0,0.3354,693,14.6,North,0
LN003193,B,27549.0,11171.0,0.4689,641,18.3,North,0
LN003194,A,95747.0,13660.0,0.1324,664,7.4,North,0
LN003195,B,84613.0,22259.0,0.2107,663,2.7,Central,0
LN003196,B,36268.0,12967.0,0.398,679,8.0,North,0
LN003197,A,68395.0,13666.0,0.1733,707,3.8,Central,0
LN003198,A,137347.0,56486.0,0.4429,636,12.6,North,1
LN003199,A,72395.0,18630.0,0.2909,734,7.9,North,0
LN003200,A,123743.0,22947.0,0.2683,671,2.7,South,0
LN003201,A,82599.0,25395.0,0.2578,746,4.9,Central,0
LN003202,B,45861.0,17823.0,0.3384,737,1.3,South,0
LN003203,A,108347.0,38032.0,0.3895,831,12.0,South,0
LN003204,B,56127.0,15002.0,0.2907,607,0.7,Central,1
LN003205,B,57763.0,19881.0,0.3339,521,17.4,North,0
LN003206,A,64160.0,21190.0,0.3753,797,0.7,Central,0
LN003207,A,43894.0,14156.0,0.3581,699,6.7,North,0
LN003208,A,58398.0,13235.0,0.2388,672,1.9,Central,0
LN003209,A,84659.0,25992.0,0.2698,722,20.4,South,0
LN003210,A,121286.0,47674.0,0.377,731,13.9,Central,0
LN003211,B,61894.0,17636.0,0.2847,628,7.3,Central,0
LN003212,A,123602.0,18046.0,0.1767,652,9.2,North,0
LN003213,A,48236.0,15439.0,0.3128,752,10.6,North,0
LN003214,A,70994.0,27462.0,0.3842,687,2.0,Central,0
LN003215,A,107920.0,27851.0,0.3445,686,6.1,North,1
LN003216,A,91667.0,15231.0,0.1477,799,9.4,Central,0
LN003217,A,84834.0,31105.0,0.3828,715,6.8,North,0
LN003218,A,115215.0,59055.0,0.55,850,4.8,South,0
LN003219,A,56437.0,15019.0,0.2351,746,14.7,North,0
LN003220,A,76053.0,14195.0,0.2503,716,5.7,North,0
LN003221,A,78508.0,30745.0,0.3343,820,12.0,Central,0
LN003222,A,94827.0,25328.0,0.2671,850,5.1,Central,0
LN003223,A,88539.0,29623.0,0.3453,788,8.9,North,0
LN003224,A,129680.0,18398.0,0.187,850,4.5,North,0
LN003225,A,93272.0,18593.0,0.2384,787,4.4,South,0
LN003226,B,70969.0,28069.0,0.3643,704,0.9,South,1
LN003227,B,71659.0,20959.0,0.3419,596,4.2,North,1
LN003228,A,85968.0,28456.0,0.3719,711,5.2,Central,0
LN003229,A,76789.0,19956.0,0.2219,688,6.9,North,0
LN003230,A,71378.0,26657.0,0.3939,789,1.5,North,0
LN003231,B,75604.0,26501.0,0.372,610,8.0,North,0
LN003232,A,65289.0,10158.0,0.1073,791,2.7,North,0
LN003233,A,93299.0,42239.0,0.4164,821,8.4,South,0
LN003234,A,40794.0,23225.0,0.5822,625,3.7,Central,0
LN003235,A,105690.0,32634.0,0.2529,776,12.9,South,0
LN003236,A,63492.0,26299.0,0.4358,713,5.0,Central,0
LN003237,A,126665.0,56487.0,0.4985,705,2.6,South,0
LN003238,A,95892.0,36578.0,0.4436,704,1.7,Central,0
LN003239,A,59116.0,11117.0,0.1703,690,3.0,South,0
LN003240,B,108987.0,39991.0,0.3334,638,10.7,Central,0
LN003241,A,54031.0,16562.0,0.3702,758,5.6,South,0
LN003242,A,61143.0,10978.0,0.1816,659,5.3,North,0
LN003243,B,38623.0,13435.0,0.311,611,2.0,North,1
LN003244,A,67866.0,27955.0,0.325,712,12.8,Central,0
LN003245,A,34706.0,14581.0,0.3804,825,17.7,North,0
LN003246,A,76913.0,19822.0,0.303,792,4.4,South,0
LN003247,A,118562.0,35110.0,0.2683,689,3.8,North,0
LN003248,B,45192.0,14091.0,0.3562,614,1.2,Central,0
LN003249,A,129522.0,52291.0,0.3886,717,16.7,North,0
LN003250,A,66333.0,28759.0,0.4326,740,7.7,Central,0
LN003251,A,69752.0,28749.0,0.4858,741,8.5,Central,0
LN003252,B,57020.0,17411.0,0.3264,813,2.2,North,0
LN003253,B,72896.0,17408.0,0.2091,685,1.3,South,1
LN003254,A,85837.0,23330.0,0.3184,769,14.2,North,0
LN003255,A,88383.0,34047.0,0.3872,810,8.4,Central,0
LN003256,B,22000.0,9609.0,0.3951,670,3.9,Central,0
LN003257,A,57156.0,12904.0,0.2337,733,6.1,Central,0
LN003258,B,78656.0,32944.0,0.4331,805,9.3,North,0
LN003259,A,93607.0,30773.0,0.2304,814,4.8,Central,1
LN003260,A,128924.0,40201.0,0.3704,691,10.5,Central,0
LN003261,A,61448.0,8262.0,0.2125,648,1.3,Central,0
LN003262,A,134061.0,36359.0,0.2489,648,9.4,North,0
LN003263,B,49459.0,17229.0,0.308,625,9.8,South,0
LN003264,A,86595.0,30635.0,0.3098,789,2.4,North,0
LN003265,A,92488.0,24487.0,0.2536,707,10.7,North,0
LN003266,B,72760.0,15757.0,0.2557,678,2.6,South,0
LN003267,A,60754.0,16650.0,0.2475,566,7.7,Central,0
LN003268,A,47040.0,21211.0,0.4223,731,5.2,North,0
LN003269,B,32982.0,7906.0,0.2066,709,1.6,South,0
LN003270,A,117994.0,34829.0,0.2941,728,4.2,North,0
LN003271,A,170493.0,55714.0,0.3291,712,1.6,Central,0
LN003272,B,100861.0,20445.0,0.2334,696,4.4,North,0
LN003273,A,71941.0,14728.0,0.2104,766,2.6,North,0
LN003274,A,70513.0,24499.0,0.3707,692,17.9,North,0
LN003275,A,117717.0,32053.0,0.3033,676,0.5,North,0
LN003276,A,76431.0,18407.0,0.1415,717,6.9,North,0
LN003277,A,78158.0,22777.0,0.26,647,3.7,Central,0
LN003278,B,40813.0,17784.0,0.5122,618,13.3,North,1
LN003279,A,57655.0,15696.0,0.3461,737,1.9,South,0
LN003280,B,51668.0,15623.0,0.4042,751,9.2,Central,0
LN003281,A,119064.0,65408.0,0.4951,662,3.0,South,0
LN003282,A,85701.0,53441.0,0.6183,661,8.1,North,0
LN003283,A,57611.0,19416.0,0.377,564,6.5,North,0
LN003284,A,110748.0,4000.0,0.0323,676,3.5,Central,0
LN003285,A,60095.0,15976.0,0.2582,675,10.2,Central,0
LN003286,A,109299.0,23343.0,0.2484,623,3.8,North,0
LN003287,B,63603.0,24746.0,0.3802,597,7.0,Central,0
LN003288,A,90057.0,37171.0,0.4013,607,2.2,North,0
LN003289,A,83276.0,24262.0,0.2728,686,4.4,North,0
LN003290,B,54896.0,17962.0,0.3338,692,6.2,North,0
LN003291,B,78685.0,17241.0,0.1833,781,3.0,South,0
LN003292,B,73074.0,35415.0,0.5098,671,7.7,North,1
LN003293,B,33518.0,16131.0,0.4302,687,14.2,North,0
LN003294,A,104933.0,40030.0,0.3418,646,10.3,Central,0
LN003295,A,53608.0,16329.0,0.3323,770,1.8,North,0
LN003296,A,88224.0,11486.0,0.1504,815,3.5,Central,0
LN003297,A,109114.0,27201.0,0.2399,758,11.3,Central,0
LN003298,A,54757.0,22684.0,0.4067,735,2.5,North,0
LN003299,A,80812.0,26632.0,0.2612,633,7.2,South,0
LN003300,A,73899.0,28029.0,0.3764,728,6.4,Central,0
LN003301,A,131859.0,40556.0,0.297,689,10.9,North,0
LN003302,A,99686.0,18364.0,0.1745,713,18.1,Central,0
LN003303,B,61647.0,20247.0,0.341,610,2.6,Central,0
LN003304,A,67579.0,32023.0,0.4632,696,14.0,North,0
LN003305,A,90940.0,23331.0,0.3154,758,3.9,North,0
LN003306,A,103204.0,21272.0,0.3296,587,3.1,South,0
LN003307,A,72696.0,53688.0,0.7587,663,3.5,Central,0
LN003308,B,68036.0,32217.0,0.5206,734,13.1,North,0
LN003309,B,64547.0,14539.0,0.2685,690,5.3,Central,1
LN003310,B,47274.0,11152.0,0.1846,698,11.4,Central,0
LN003311,B,44965.0,13259.0,0.3229,603,9.1,North,0
LN003312,A,100053.0,35891.0,0.3191,679,3.9,South,0
LN003313,A,60567.0,20301.0,0.2174,613,5.1,North,0
LN003314,B,58060.0,27228.0,0.4577,666,5.0,South,0
LN003315,A,167663.0,59042.0,0.2853,749,2.0,North,0
LN003316,A,51713.0,20063.0,0.4327,791,23.3,South,0
LN003317,A,55481.0,24274.0,0.4291,689,7.9,North,0
LN003318,A,96637.0,36940.0,0.455,754,4.8,North,0
LN003319,B,52362.0,8919.0,0.1767,620,6.2,South,0
LN003320,A,77589.0,26341.0,0.291,647,1.1,Central,0
LN003321,A,107765.0,32402.0,0.2906,722,6.7,South,0
LN003322,A,78537.0,35972.0,0.3798,712,4.9,Central,1
LN003323,A,88890.0,31427.0,0.365,752,3.3,Central,0
LN003324,A,92093.0,24408.0,0.2873,789,1.7,North,0
LN003325,A,65494.0,16922.0,0.2098,572,4.0,North,0
LN003326,B,66711.0,23744.0,0.3844,622,13.5,Central,0
LN003327,A,47889.0,4000.0,0.0933,791,3.4,South,0
LN003328,A,49099.0,20453.0,0.4428,654,7.7,Central,0
LN003329,A,72437.0,31937.0,0.4297,623,8.6,North,0
LN003330,B,61894.0,10805.0,0.1706,599,11.3,Central,0
LN003331,A,102157.0,24977.0,0.2865,815,3.2,Central,0
LN003332,A,99485.0,28334.0,0.2672,686,2.4,North,0
LN003333,A,122945.0,22934.0,0.1864,693,9.5,Central,0
LN003334,A,70482.0,29115.0,0.3965,681,3.8,Central,0
LN003335,A,117461.0,26514.0,0.1275,768,3.0,Central,0
LN003336,A,104953.0,42771.0,0.423,744,9.2,North,0
LN003337,B,69287.0,33188.0,0.5445,585,2.1,North,0
LN003338,A,101721.0,28754.0,0.2477,668,11.0,South,0
LN003339,A,105241.0,24557.0,0.2238,698,7.5,North,0
LN003340,A,63990.0,20973.0,0.3644,766,5.1,Central,1
LN003341,A,73199.0,14760.0,0.2106,713,2.2,South,0
LN003342,B,52955.0,23291.0,0.4385,753,3.3,North,0
LN003343,A,113259.0,28511.0,0.2151,604,4.9,Central,0
LN003344,A,95525.0,53444.0,0.573,686,3.1,North,1
LN003345,A,106143.0,31876.0,0.3864,718,4.9,North,0
LN003346,A,88712.0,37167.0,0.3985,739,4.9,Central,0
LN003347,A,46173.0,14063.0,0.356,807,3.6,North,0
LN003348,A,53477.0,21360.0,0.418,803,7.9,North,0
LN003349,A,77390.0,30153.0,0.3447,671,13.3,North,0
LN003350,B,83306.0,37814.0,0.456,752,0.1,South,0
LN003351,A,57181.0,18859.0,0.2717,769,3.0,Central,0
LN003352,B,64372.0,12087.0,0.2464,782,3.3,South,0
LN003353,B,70917.0,31069.0,0.4755,622,2.9,North,0
LN003354,A,115916.0,32155.0,0.2315,778,2.9,Central,1
LN003355,A,51706.0,11670.0,0.3061,618,1.9,Central,0
LN003356,A,102257.0,38206.0,0.4204,721,8.5,Central,0
LN003357,B,49062.0,11662.0,0.1928,771,5.5,Central,0
LN003358,B,85004.0,27906.0,0.385,601,9.4,Central,0
LN003359,A,92820.0,34227.0,0.4121,681,8.6,North,0
LN003360,A,142116.0,56925.0,0.3799,698,3.5,South,0
LN003361,A,79003.0,27142.0,0.3127,662,8.8,Central,0
LN003362,A,54390.0,13895.0,0.2891,699,4.1,Central,0
LN003363,B,70972.0,30550.0,0.5168,558,5.7,North,1
LN003364,A,63029.0,22220.0,0.3311,770,1.7,South,0
LN003365,A,94043.0,41576.0,0.4943,735,5.7,Central,0
LN003366,A,73205.0,21533.0,0.2716,797,9.9,South,0
LN003367,B,69096.0,24095.0,0.3624,708,8.8,North,0
LN003368,B,35795.0,11368.0,0.3008,616,8.3,South,0
LN003369,A,94729.0,47189.0,0.4889,734,3.5,North,1
LN003370,A,72202.0,39150.0,0.4943,681,1.9,North,0
LN003371,A,136389.0,31654.0,0.2536,831,8.1,Central,0
LN003372,A,81958.0,31187.0,0.4121,819,9.2,Central,0
LN003373,A,60267.0,24679.0,0.4357,675,5.7,Central,0
LN003374,A,77952.0,28523.0,0.4011,814,14.8,North,0
LN003375,A,64594.0,26364.0,0.4137,737,4.2,North,0
LN003376,A,112142.0,42613.0,0.3852,577,6.0,North,1
LN003377,A,111712.0,39694.0,0.3328,663,6.9,Central,0
LN003378,A,80227.0,25129.0,0.3153,737,3.7,North,0
LN003379,A,80212.0,25847.0,0.3461,680,2.1,Central,0
LN003380,B,50439.0,11313.0,0.2422,579,2.0,North,1
LN003381,A,57691.0,20494.0,0.3946,630,2.1,Central,0
LN003382,B,40846.0,13807.0,0.3386,671,7.1,North,0
LN003383,B,96219.0,26994.0,0.3379,714,5.0,South,1
LN003384,A,103824.0,35473.0,0.3447,652,3.0,Central,0
LN003385,A,105990.0,49611.0,0.452,667,6.0,Central,0
LN003386,A,67578.0,23091.0,0.3134,748,6.4,Central,0
LN003387,A,75301.0,18409.0,0.2119,745,11.6,North,0
LN003388,A,127358.0,28026.0,0.2113,646,11.4,North,0
LN003389,B,53436.0,17600.0,0.3462,638,2.2,Central,1
LN003390,A,69115.0,8006.0,0.126,746,3.7,North,0
LN003391,A,36721.0,10861.0,0.3149,733,1.2,South,0
LN003392,A,78615.0,7806.0,0.1412,725,2.1,Central,0
LN003393,A,83336.0,32393.0,0.4226,769,5.2,Central,0
LN003394,A,49051.0,17937.0,0.3316,722,6.2,Central,0
LN003395,B,74195.0,16732.0,0.2992,780,0.8,Central,0
LN003396,B,57837.0,7429.0,0.1389,720,9.2,North,0
LN003397,A,69062.0,32383.0,0.5121,613,10.5,Central,1
LN003398,A,79248.0,12789.0,0.1842,773,14.2,Central,0
LN003399,B,65715.0,21766.0,0.3709,850,8.4,South,0
LN003400,A,86921.0,5601.0,0.0346,762,12.6,South,0
LN003401,A,48778.0,12871.0,0.2848,804,5.1,Central,0
LN003402,B,40101.0,11883.0,0.2481,686,6.8,Central,0
LN003403,A,69994.0,35894.0,0.443,771,5.7,Central,1
